1	34.19198813	-118.937563	3.5	3.5	3.5
2	37.755557	-122.2503608	2.5	2.5	2.5
3	38.423436	-121.41361	4.5	4.5	4.5
4	34.095731	-117.717899	4.5	4.5	4.5
5	36.341065	-119.347593	5	5	5
6	38.25833449	-122.0536423	1.5	1.5	1.5
7	33.687567	-117.988336	3.5	3.5	3.5
8	33.787701	-117.815002	4.5	4.5	4.5
9	32.76668345	-115.5328849	3	3	3
10	34.0048	-118.153016	4	4	4
11	33.90267928	-118.083226	4	4	4
12	34.016384	-118.49698	4	4	4
13	34.050425	-117.820702	2.5	2.5	2.5
14	34.020118	-118.454407	4.5	4.5	4.5
15	38.739985	-121.226114	5	5	5
16	34.003477	-118.471965	4	4	4
17	33.672452	-117.953586	4.5	4.5	4.5
18	33.679278	-118.004725	4	4	4
19	34.140635	-117.990695	3.5	3.5	3.5
20	33.499466	-117.6625	3.5	3.5	3.5
21	34.864594	-120.44726	4	4	4
22	36.849474	-119.7841667	3.5	3.5	3.5
23	34.015477	-118.4925265	3.5	3.5	3.5
24	33.979293	-118.466451	4	4	4
25	34.397338	-119.520776	4	4	4
26	38.09562	-122.562614	4	4	4
27	37.353099	-121.886424	4	4	4
28	34.059767	-118.23675	4.5	4.5	4.5
29	34.891606	-117.000213	3.5	3.5	3.5
30	35.374537	-118.993195	4.5	4.5	4.5
31	37.781337	-122.420093	1.5	1.5	1.5
32	37.79072	-122.42071	4.5	4.5	4.5
33	34.128218	-118.073139	4	4	4
34	37.798894	-122.43589	4	4	4
35	38.462831	-122.728381	4.5	4.5	4.5
36	33.832059	-117.9850209	3.5	3.5	3.5
37	34.072022	-118.35754	4	4	4
38	37.75285167	-122.40827	4	4	4
39	37.368496	-122.03496	4	4	4
40	37.858281	-122.253116	4	4	4
41	37.786776	-122.451612	4	4	4
42	36.302863	-119.135775	3	3	3
43	34.272035	-118.50015	4.5	4.5	4.5
44	35.48476	-120.66527	3	3	3
45	34.139198	-118.213025	4	4	4
46	34.101572	-118.335352	3.5	3.5	3.5
47	34.0905	-118.374115	3.5	3.5	3.5
48	37.87281873	-122.4564886	3.5	3.5	3.5
49	34.055558	-118.266053	4.5	4.5	4.5
50	34.02491	-118.27809	4	4	4
51	34.21831	-119.05551	4	4	4
52	36.73146	-119.796036	1.5	1.5	1.5
53	33.938846	-117.93728	4	4	4
54	33.66988	-117.78862	3.5	3.5	3.5
55	34.050217	-118.30905	4	4	4
56	38.558006	-121.43697	4	4	4
57	34.049788	-118.254047	3	3	3
58	34.04633	-118.262558	3.5	3.5	3.5
59	37.364352	-118.395234	4	4	4
60	37.80916	-122.41646	3	3	3
61	34.01769	-118.489265	4.5	4.5	4.5
62	34.169754	-118.203491	5	5	5
63	33.888401	-117.862999	4	4	4
64	37.733758	-122.48956	2	2	2
65	37.89668284	-122.0641297	4.5	4.5	4.5
66	37.332027	-120.469065	4	4	4
67	36.738	-119.78269	4.5	4.5	4.5
68	34.0780536	-118.2608429	4	4	4
69	37.445177	-122.328735	4.5	4.5	4.5
70	37.80045	-122.27659	3.5	3.5	3.5
71	37.765562	-122.24176	4	4	4
72	36.778652	-119.79952	4	4	4
73	37.794952	-122.40417	4	4	4
74	34.41744519	-119.6962392	4	4	4
75	34.072183	-118.367257	4.5	4.5	4.5
76	37.800556	-122.438194	4.5	4.5	4.5
77	36.75764	-119.80363	5	5	5
78	37.792127	-122.401261	4.5	4.5	4.5
79	34.05709	-118.23834	4	4	4
80	34.0686	-118.403999	4	4	4
81	33.605509	-117.890027	3.5	3.5	3.5
82	34.045208	-118.25271	4	4	4
83	34.076164	-118.34896	3.5	3.5	3.5
84	33.5375153	-117.779642	4	4	4
85	33.990013	-118.39525	2.5	2.5	2.5
86	34.465673	-118.405264	4	4	4
87	37.879246	-122.182396	3	3	3
88	36.732777	-119.7966	4.5	4.5	4.5
89	34.094757	-117.71788	3	3	3
90	33.90219972	-118.049116	4.5	4.5	4.5
91	37.813166	-122.24708	4	4	4
92	32.734093	-117.160327	4.5	4.5	4.5
93	34.00358	-118.485214	4.5	4.5	4.5
94	38.581195	-121.490155	4	4	4
95	32.72044	-117.227461	3	3	3
96	37.929317	-122.01638	4	4	4
97	37.799715	-122.407573	4	4	4
98	34.060593	-118.362625	4	4	4
99	40.68104267	-122.3709422	3.5	3.5	3.5
100	34.1507	-118.25509	4	4	4
101	38.485023	-121.396412	5	5	5
102	37.33145	-121.88705	3.5	3.5	3.5
103	37.564062	-122.320576	4	4	4
104	37.880287	-122.51819	4	4	4
105	35.37526	-119.015305	4	4	4
106	34.05569	-117.65933	4	4	4
107	37.792447	-122.40638	2	2	2
108	34.057307	-118.238146	5	5	5
109	40.581623	-122.391136	4	4	4
110	40.598195	-122.385979	4	4	4
111	38.1329	-121.26062	4	4	4
112	37.788654	-122.40848	3.5	3.5	3.5
113	36.791714	-121.665976	4.5	4.5	4.5
114	33.46681	-117.70028	4	4	4
115	35.38213	-119.023476	3	3	3
116	35.37524	-119.008644	4	4	4
117	34.423128	-119.704073	5	5	5
118	38.551988	-121.53776	3.5	3.5	3.5
119	33.558037	-117.724289	3	3	3
120	32.856871	-116.926879	3.5	3.5	3.5
121	39.325973	-120.208733	4	4	4
122	37.964384	-121.987685	4.5	4.5	4.5
123	33.191452	-117.229551	5	5	5
124	33.8659495	-118.09275	3.5	3.5	3.5
125	33.817799	-118.037223	4.5	4.5	4.5
126	33.140642	-117.094376	3.5	3.5	3.5
127	34.027507	-117.61139	5	5	5
128	33.875617	-117.583486	5	5	5
129	34.097692	-117.370807	5	5	5
130	38.712131	-121.28995	1.5	1.5	1.5
131	33.72531	-117.989089	4	4	4
132	39.149155	-121.620673	3	3	3
133	34.13496794	-118.0509281	4	4	4
134	38.647177	-121.328251	3	3	3
135	38.678502	-121.303812	2.5	2.5	2.5
136	32.74212	-117.18019	3	3	3
137	38.578815	-121.496994	3.5	3.5	3.5
138	38.553398	-121.475998	5	5	5
139	32.85237108	-117.260866	3.5	3.5	3.5
140	33.857399	-117.959	2	2	2
141	36.2078183	-119.3436419	5	5	5
142	34.183164	-118.311625	4	4	4
143	34.601558	-118.152218	4	4	4
144	36.20461	-119.35129	5	5	5
145	36.807414	-119.884527	1	1	1
146	33.891886	-118.044823	4	4	4
147	33.609142	-114.6055	2	2	2
148	34.520897	-117.330805	3	3	3
149	34.027007	-117.651015	4	4	4
150	37.321654	-121.826734	2	2	2
151	34.127564	-118.260095	3.5	3.5	3.5
152	34.034561	-118.472762	2.5	2.5	2.5
153	33.902145	-118.3724745	2	2	2
154	33.721327	-116.3891412	3.5	3.5	3.5
155	33.787758	-117.815949	4	4	4
156	37.490994	-121.928867	3.5	3.5	3.5
157	33.649159	-117.582582	3	3	3
158	37.521613	-121.992035	3.5	3.5	3.5
159	33.888487	-117.868379	3	3	3
160	32.775745	-117.022184	2	2	2
161	33.371472	-117.2537	2	2	2
162	33.760488	-117.837395	2	2	2
163	34.074106	-118.20717	2.5	2.5	2.5
164	38.743538	-121.171644	1	1	1
165	32.99546	-117.2585	3	3	3
166	35.365622	-119.04379	1	1	1
167	34.171839	-118.431578	3.5	3.5	3.5
168	33.781985	-117.867791	2	2	2
169	37.692313	-122.47159	3.5	3.5	3.5
170	37.388163	-120.735999	5	5	5
171	33.55652	-117.176247	4	4	4
172	33.899009	-117.563287	5	5	5
173	37.961556	-121.735776	3	3	3
174	37.811381	-121.292219	1	1	1
175	34.130647	-118.025445	4	4	4
176	35.037595	-120.483373	3	3	3
177	36.822502	-119.870556	2.5	2.5	2.5
178	33.858112	-118.089816	1.5	1.5	1.5
179	38.614069	-121.515772	3.5	3.5	3.5
180	33.802994	-118.0114967	3	3	3
181	40.586747	-122.350874	5	5	5
182	33.9972055	-117.87078	3	3	3
