89427,,40.68613,,-73.96536,,650,,0,,365
89621,,40.68048,,-73.94911,,90,,218,,324
93313,,40.68314,,-73.93963,,120,,75,,237
94035,,40.75961,,-73.91117,,80,,42,,365
94209,,40.67473,,-73.94494,,100,,0,,365
94477,,40.69305,,-73.93185,,175,,370,,204
94783,,40.67174,,-73.95663,,120,,104,,272
95747,,40.71055,,-73.95098,,140,,13,,0
95883,,40.69465,,-73.95458,,200,,4,,9
96471,,40.68413,,-73.96542,,165,,11,,365
98330,,40.73877,,-73.97707,,125,,1,,181
98663,,40.74893,,-73.99544,,130,,19,,189
99070,,40.79406,,-73.94102,,65,,131,,0
99085,,40.68795,,-73.97332,,123,,15,,189
100002,,40.85295,,-73.93361,,67,,136,,296
100184,,40.72413,,-73.76133,,50,,43,,88
100186,,40.66918,,-73.99187,,130,,98,,35
101053,,40.71125,,-73.95613,,100,,31,,0
102995,,40.78558,,-73.9696,,212,,45,,35
103161,,40.71577,,-73.96053,,190,,124,,359
103311,,40.73861,,-73.95485,,599,,9,,60
103806,,40.72577,,-73.98745,,249,,166,,365
105469,,40.58615,,-73.81245,,70,,13,,335
105510,,40.67086,,-73.94872,,100,,15,,282
106363,,40.82773,,-73.95231,,60,,380,,247
106647,,40.68505,,-73.95684,,135,,86,,102
107630,,40.72911,,-73.95493,,175,,248,,274
107895,,40.77944,,-73.98567,,120,,49,,201
110739,,40.74503,,-73.98876,,169,,54,,98
112100,,40.67539,,-73.96093,,165,,3,,157
112304,,40.8054,,-73.95189,,90,,1,,0
112359,,40.78491,,-73.9508,,225,,56,,312
112435,,40.69088,,-73.97307,,95,,163,,331
113265,,40.67555,,-73.95057,,55,,247,,275
113945,,40.75835,,-73.99193,,85,,116,,174
114123,,40.66527,,-73.9886,,199,,27,,223
114229,,40.71895,,-73.99434,,211,,52,,361
114969,,40.75579,,-73.96699,,145,,39,,0
115535,,40.82399,,-73.95328,,65,,35,,283
115678,,40.81822,,-73.94095,,99,,320,,220
115748,,40.76434,,-73.92132,,110,,30,,363
116940,,40.67705,,-73.94925,,80,,225,,315
117425,,40.69263,,-73.99438,,150,,95,,281
118061,,40.68448,,-73.92747,,110,,70,,283
118430,,40.74412,,-74.00208,,290,,35,,20
118680,,40.73067,,-73.98702,,87,,0,,0
120362,,40.70665,,-73.94061,,190,,50,,331
121687,,40.72063,,-73.95952,,200,,29,,36
121861,,40.67644,,-73.98082,,165,,23,,7
123784,,40.80481,,-73.94794,,110,,142,,301
125053,,40.72533,,-73.99143,,395,,70,,170
125163,,40.68569,,-73.93038,,99,,38,,307
125594,,40.64302,,-73.97255,,39,,82,,365
126443,,40.72939,,-73.98857,,189,,403,,201
126816,,40.79918,,-73.96607,,85,,3,,0
127387,,40.66862,,-73.9926,,260,,3,,316
128975,,40.81333,,-73.94453,,122,,116,,271
131154,,40.72473,,-73.95199,,165,,175,,139
132516,,40.70925,,-73.85262,,97,,28,,209
132570,,40.73215,,-74.00922,,170,,24,,0
132695,,40.71109,,-73.94332,,125,,15,,0
133025,,40.7463,,-73.97926,,130,,105,,193
134934,,40.71823,,-73.95849,,225,,22,,52
135393,,40.651,,-73.94886,,50,,263,,136
135465,,40.68626,,-73.97598,,170,,86,,286
135706,,40.74488,,-74.001,,132,,10,,0
136493,,40.67632,,-73.97616,,250,,18,,18
138216,,40.72212,,-73.94254,,141,,8,,9
139624,,40.67456,,-73.95151,,64,,70,,3
140133,,40.71363,,-73.96019,,249,,150,,277
140425,,40.6755,,-73.95878,,79,,115,,0
140973,,40.72274,,-73.97581,,185,,69,,233
141154,,40.6858,,-73.9828,,120,,232,,221
141335,,40.67535,,-73.97654,,495,,35,,355
141890,,40.72255,,-73.99346,,375,,18,,0
141984,,40.72094,,-73.99706,,175,,68,,277
142069,,40.72485,,-73.97813,,150,,22,,0
144087,,40.80473,,-73.9532,,259,,17,,343
144148,,40.72217,,-73.98419,,96,,34,,0
145064,,40.71943,,-73.9565,,145,,8,,0
145188,,40.74249,,-74.00329,,200,,0,,0
145994,,40.79264,,-73.97294,,95,,2,,0
146754,,40.65749,,-73.97675,,250,,52,,188
147586,,40.80474,,-73.94688,,295,,74,,264
148201,,40.72831,,-74.00177,,175,,18,,0
148259,,40.71541,,-73.94144,,451,,72,,331
148825,,40.79765,,-73.96245,,165,,191,,236
149287,,40.78508,,-73.95332,,250,,0,,0
149777,,40.89747,,-73.8639,,77,,197,,309
150804,,40.72008,,-73.98404,,250,,19,,0
151199,,40.75725,,-73.91098,,129,,414,,245
151478,,40.7102,,-73.94495,,98,,8,,0
152071,,40.67359,,-73.97904,,150,,0,,8
152078,,40.72674,,-73.9782,,95,,25,,359
152259,,40.81156,,-73.94571,,55,,119,,333
152263,,40.80497,,-73.95016,,300,,203,,258
152520,,40.7385,,-73.91806,,42,,53,,236
153405,,40.72937,,-73.95671,,125,,104,,22
153780,,40.72587,,-73.98438,,175,,175,,236
154934,,40.82426,,-73.9463,,75,,38,,365
155296,,40.71624,,-73.96272,,255,,39,,89
157673,,40.68101,,-73.94081,,72,,88,,164
158061,,40.68669,,-73.91989,,165,,27,,311
158176,,40.71534,,-73.95914,,165,,117,,23
158290,,40.68288,,-73.96024,,75,,43,,365
158913,,40.72489,,-73.95494,,130,,4,,0
158955,,40.70867,,-73.94284,,139,,385,,222
159749,,40.67963,,-73.93908,,88,,64,,238
159815,,40.6798,,-73.93908,,80,,39,,218
159913,,40.74346,,-73.99882,,150,,37,,0
160609,,40.77724,,-73.98109,,200,,10,,0
160994,,40.72972,,-73.97995,,200,,103,,235
161366,,40.74102,,-73.91681,,42,,41,,246
161394,,40.71309,,-73.94128,,90,,3,,0
161996,,40.83096,,-73.94633,,295,,227,,247
162493,,40.71323,,-73.95745,,450,,37,,15
162508,,40.67212,,-73.9506,,130,,29,,119
163627,,40.71023,,-73.96665,,89,,205,,0
163809,,40.80523,,-73.95139,,198,,42,,234
163814,,40.72636,,-73.98917,,99,,280,,257
163836,,40.72185,,-73.93956,,46,,86,,350
164989,,40.72351,,-73.99683,,140,,54,,221
165080,,40.6809,,-73.99233,,500,,7,,0
165461,,40.80525,,-73.95916,,75,,57,,201
165824,,40.74,,-73.91901,,33,,31,,161
166006,,40.80006,,-73.96049,,250,,188,,259
166172,,40.70283,,-73.92131,,60,,480,,0
166541,,40.84468,,-73.94303,,75,,34,,222
166983,,40.68252,,-73.99619,,350,,6,,0
167013,,40.74342,,-73.99483,,205,,3,,76
167017,,40.67853,,-73.98089,,219,,2,,0
167222,,40.6788,,-73.97643,,60,,20,,258
167482,,40.77886,,-73.98042,,185,,129,,14
168084,,40.72578,,-73.97879,,190,,147,,27
168123,,40.66085,,-73.98537,,105,,101,,167
168546,,40.80113,,-73.94503,,250,,11,,68
168810,,40.78569,,-73.97581,,175,,11,,358
169002,,40.82411,,-73.94934,,65,,41,,59
169152,,40.68131,,-73.95332,,75,,87,,0
169306,,40.85811,,-73.90675,,37,,117,,232
169464,,40.70667,,-73.96524,,85,,86,,15
169483,,40.60452,,-73.97103,,106,,0,,0
170420,,40.7932,,-73.94007,,79,,15,,0
170761,,40.68768,,-73.97611,,85,,35,,161
171776,,40.80224,,-73.94558,,170,,17,,88
172700,,40.71473,,-73.98842,,115,,3,,337
172870,,40.80518,,-73.95359,,89,,43,,247
173072,,40.80827,,-73.95329,,49,,168,,248
173151,,40.72901,,-73.95812,,91,,241,,287
173742,,40.73476,,-73.98452,,400,,105,,304
174527,,40.69055,,-73.92357,,150,,11,,0
174966,,40.7735,,-73.98697,,2000,,30,,0
176135,,40.67505,,-73.95969,,97,,31,,193
176653,,40.72974,,-73.98201,,100,,49,,43
176962,,40.70925,,-73.95425,,179,,23,,25
177421,,40.72315,,-73.95226,,500,,20,,127
177495,,40.73939,,-73.99612,,429,,18,,0
177606,,40.74112,,-73.97686,,189,,90,,303
179670,,40.72019,,-73.98217,,120,,99,,345
179741,,40.72133,,-73.99666,,300,,6,,115
180507,,40.75744,,-73.92163,,107,,21,,200
180792,,40.75695,,-73.9202,,95,,24,,271
181972,,40.8296,,-73.94651,,199,,111,,12
182069,,40.79056,,-73.9468,,120,,86,,268
182095,,40.73631,,-73.99977,,199,,66,,89
182177,,40.86466,,-73.85709,,125,,271,,347
182649,,40.71312,,-73.96199,,70,,227,,37
185266,,40.71297,,-73.94336,,75,,80,,0
187488,,40.73712,,-74.00166,,100,,5,,359
187566,,40.69242,,-73.95097,,99,,187,,287
187986,,40.73862,,-73.99758,,250,,2,,0
188146,,40.7158,,-73.95803,,350,,1,,233
188661,,40.68262,,-73.97299,,170,,67,,129
188674,,40.73217,,-73.98801,,165,,63,,0
189135,,40.76311,,-73.99388,,99,,89,,353
189181,,40.74695,,-74.00454,,255,,1,,365
189732,,40.67497,,-73.87305,,169,,177,,297
189787,,40.66788,,-73.94813,,99,,90,,56
190267,,40.76684,,-73.95944,,169,,39,,44
190542,,40.68967,,-73.95445,,160,,42,,355
190968,,40.67946,,-73.96501,,215,,33,,156
190974,,40.66944,,-73.98083,,130,,179,,273
191075,,40.72566,,-73.97748,,110,,81,,274
193105,,40.7709,,-73.99181,,150,,43,,258
193333,,40.71943,,-73.95958,,65,,52,,276
193393,,40.74249,,-73.92466,,75,,160,,65
193853,,40.74033,,-74.00024,,149,,23,,0
194154,,40.7969,,-73.96128,,89,,35,,180
195123,,40.83403,,-73.94553,,50,,225,,343
195233,,40.65513,,-73.95641,,43,,401,,43
195240,,40.65589,,-73.95539,,42,,72,,96
195578,,40.70275,,-73.94501,,85,,46,,59
195971,,40.68897,,-73.93569,,139,,83,,255
195989,,40.67617,,-73.98136,,105,,211,,252
196010,,40.67595,,-73.98053,,265,,15,,0
197155,,40.76415,,-73.99067,,149,,122,,20
197753,,40.83127,,-73.94718,,68,,295,,188
197942,,40.68497,,-73.95592,,99,,207,,304
199195,,40.82922,,-73.94174,,75,,50,,38
199312,,40.71137,,-73.94362,,100,,273,,254
200645,,40.76739,,-73.9557,,90,,0,,0
200955,,40.73089,,-73.98195,,160,,25,,46
201992,,40.6755,,-73.97859,,190,,105,,328
202273,,40.68812,,-73.94934,,67,,72,,0
203901,,40.7694,,-73.9572,,190,,8,,0
204065,,40.68634,,-73.96161,,248,,58,,199
204833,,40.7093,,-73.9497,,100,,8,,249
204959,,40.713,,-73.99752,,95,,172,,64
205043,,40.75895,,-73.9883,,150,,330,,111
205485,,40.68186,,-73.94113,,145,,123,,287
205735,,40.68364,,-73.91076,,41,,55,,286
205867,,40.71893,,-73.9428,,120,,87,,263
206071,,40.82802,,-73.92039,,50,,258,,276
206316,,40.68765,,-73.97073,,157,,4,,0
206772,,40.71413,,-73.96596,,195,,31,,263
